Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),ATVs not issued ,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Italy,USA,"PHILADELPHIA, PA",0.0,0.0,0.0,1468.0,1457.0,1457.0,100.0,1.0,10.0,0.6811989100817438,1468.0,1458.0,10.0,0.6811989100817438
Italy,USA,"SAN FRANCISCO, CA",0.0,0.0,0.0,2981.0,2961.0,2958.0,99.9,0.0,20.0,0.6709158000670915,2981.0,2961.0,20.0,0.6709158000670915
Italy,USA,"WASHINGTON, DC",0.0,0.0,0.0,982.0,958.0,576.0,60.1,0.0,24.0,2.4439918533604885,982.0,958.0,24.0,2.4439918533604885
Italy,UZBEKISTAN,TASHKENT,0.0,0.0,0.0,3105.0,2774.0,566.0,20.4,131.0,200.0,6.44122383252818,3105.0,2905.0,200.0,6.44122383252818
Italy,VENEZUELA,CARACAS,0.0,0.0,0.0,28.0,19.0,15.0,78.9,0.0,9.0,32.142857142857146,28.0,19.0,9.0,32.142857142857146
Italy,VIETNAM,HANOI,0.0,0.0,0.0,4085.0,3931.0,232.0,5.9,53.0,101.0,2.4724602203182378,4085.0,3984.0,101.0,2.4724602203182378
Italy,VIETNAM,HO CHI MINH,0.0,0.0,0.0,5571.0,5268.0,370.0,7.0,1.0,302.0,5.4209298151139835,5571.0,5269.0,302.0,5.4209298151139835
Italy,ZAMBIA,LUSAKA,0.0,0.0,0.0,1013.0,950.0,184.0,19.4,0.0,63.0,6.219151036525173,1013.0,950.0,63.0,6.219151036525173
Italy,ZIMBABWE,HARARE,0.0,0.0,0.0,1045.0,1010.0,773.0,76.5,0.0,35.0,3.349282296650718,1045.0,1010.0,35.0,3.349282296650718
Latvia,AZERBAIJAN,BAKU,0.0,0.0,0.0,3470.0,3203.0,1256.0,39.2,3.0,236.0,6.801152737752162,3470.0,3206.0,236.0,6.801152737752162
Latvia,BELARUS,MINSK,0.0,0.0,0.0,33197.0,32937.0,28195.0,85.6,18.0,116.0,0.3494291652860198,33197.0,32955.0,116.0,0.3494291652860198
Latvia,BELARUS,VITSYEBSK,0.0,0.0,0.0,25700.0,25426.0,18077.0,71.1,20.0,150.0,0.5836575875486382,25700.0,25446.0,150.0,0.5836575875486382
Latvia,CANADA,OTTAWA,0.0,0.0,0.0,39.0,39.0,26.0,66.7,0.0,0.0,0.0,39.0,39.0,0.0,0.0
Latvia,CHINA,BEIJING,0.0,0.0,0.0,2170.0,2075.0,596.0,28.7,31.0,64.0,2.9493087557603688,2170.0,2075.0,64.0,2.9493087557603688
Latvia,EGYPT,CAIRO,0.0,0.0,0.0,351.0,252.0,90.0,35.7,1.0,74.0,21.082621082621085,351.0,253.0,74.0,21.082621082621085
Latvia,FRANCE,PARIS,0.0,0.0,0.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Latvia,GEORGIA,TBILISSI,0.0,0.0,0.0,189.0,150.0,106.0,70.7,1.0,35.0,18.51851851851852,189.0,151.0,35.0,18.51851851851852
Latvia,INDIA,NEW DELHI,0.0,0.0,0.0,1873.0,991.0,186.0,18.8,7.0,843.0,45.008008542445275,1873.0,998.0,843.0,45.008008542445275
Latvia,ISRAEL,TEL AVIV,0.0,0.0,0.0,35.0,34.0,7.0,20.6,1.0,0.0,0.0,35.0,35.0,0.0,0.0
Latvia,JAPAN,TOKYO,0.0,0.0,0.0,15.0,13.0,0.0,0.0,2.0,0.0,0.0,15.0,13.0,2.0,13.333333333333334
Latvia,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,2401.0,2257.0,825.0,36.6,4.0,134.0,5.5810079133694295,2401.0,2261.0,134.0,5.5810079133694295
Latvia,RUSSIAN FEDERATION,KALININGRAD,0.0,0.0,0.0,6937.0,6903.0,5288.0,76.6,2.0,24.0,0.34597088078420063,6937.0,6905.0,24.0,0.34597088078420063
Latvia,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,57334.0,56621.0,48724.0,86.1,5.0,552.0,0.9627795025639238,57334.0,56626.0,552.0,0.9627795025639238
Latvia,RUSSIAN FEDERATION,PSKOV,0.0,0.0,0.0,7391.0,7374.0,7122.0,96.6,10.0,7.0,0.09470978216750102,7391.0,7374.0,7.0,0.09470978216750102
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,10513.0,10396.0,9382.0,90.2,24.0,93.0,0.8846190430895082,10513.0,10396.0,93.0,0.8846190430895082
Latvia,TURKEY,ANKARA,0.0,0.0,0.0,1150.0,1043.0,697.0,66.8,-3.0,110.0,9.565217391304348,1150.0,1043.0,110.0,9.565217391304348
Latvia,UKRAINE,KYIV,0.0,0.0,0.0,2784.0,2704.0,1972.0,72.9,1.0,75.0,2.693965517241379,2784.0,2705.0,75.0,2.693965517241379
Latvia,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,752.0,385.0,105.0,27.3,6.0,348.0,46.27659574468085,752.0,391.0,348.0,46.27659574468085
Latvia,UNITED KINGDOM,LONDON,0.0,0.0,0.0,387.0,353.0,268.0,75.9,8.0,20.0,5.167958656330749,387.0,361.0,20.0,5.167958656330749
Latvia,USA,"WASHINGTON, DC",0.0,0.0,0.0,72.0,70.0,32.0,45.7,1.0,1.0,1.3888888888888888,72.0,71.0,1.0,1.3888888888888888
Latvia,UZBEKISTAN,TASHKENT,0.0,0.0,0.0,4946.0,4399.0,1316.0,29.9,5.0,492.0,9.947432268499798,4946.0,4404.0,492.0,9.947432268499798
Lithuania,ARMENIA,YEREVAN,0.0,0.0,0.0,7712.0,7043.0,2883.0,40.9,2.0,694.0,8.998962655601659,7712.0,7045.0,694.0,8.998962655601659
Lithuania,AZERBAIJAN,BAKU,0.0,0.0,0.0,1534.0,1225.0,641.0,52.3,18.0,291.0,18.97001303780965,1534.0,1225.0,291.0,18.97001303780965
Lithuania,BELARUS,GRODNO,0.0,0.0,0.0,34845.0,34672.0,32293.0,93.1,16.0,139.0,0.3989094561630076,34845.0,34688.0,139.0,0.3989094561630076
Lithuania,BELARUS,MINSK,0.0,0.0,0.0,201597.0,199729.0,187755.0,94.0,60.0,443.0,0.21974533351190742,201597.0,199789.0,443.0,0.21974533351190742
Lithuania,BRAZIL,SAO PAULO,0.0,0.0,0.0,6.0,3.0,2.0,66.7,0.0,3.0,50.0,6.0,3.0,3.0,50.0
Lithuania,CANADA,OTTAWA,0.0,0.0,0.0,21.0,20.0,11.0,55.0,0.0,1.0,4.761904761904762,21.0,20.0,1.0,4.761904761904762
Lithuania,CHINA,BEIJING,0.0,0.0,0.0,1701.0,1531.0,226.0,14.8,1.0,171.0,10.052910052910052,1701.0,1532.0,171.0,10.052910052910052
Lithuania,EGYPT,CAIRO,0.0,0.0,0.0,602.0,415.0,140.0,33.7,6.0,169.0,28.07308970099668,602.0,421.0,169.0,28.07308970099668
Lithuania,FRANCE,PARIS,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Lithuania,GEORGIA,TBILISSI,0.0,0.0,0.0,431.0,332.0,46.0,13.9,1.0,83.0,19.25754060324826,431.0,333.0,83.0,19.25754060324826
Lithuania,INDIA,NEW DELHI,0.0,0.0,0.0,1007.0,647.0,354.0,54.7,12.0,345.0,34.26017874875869,1007.0,659.0,345.0,34.26017874875869
Lithuania,IRELAND,DUBLIN,0.0,0.0,0.0,165.0,154.0,69.0,44.8,1.0,3.0,1.8181818181818181,165.0,155.0,3.0,1.8181818181818181
Lithuania,ISRAEL,TEL AVIV,0.0,0.0,0.0,36.0,33.0,17.0,51.5,1.0,1.0,2.7777777777777777,36.0,34.0,1.0,2.7777777777777777
Lithuania,ITALY,ROME,0.0,0.0,0.0,15.0,8.0,8.0,100.0,6.0,1.0,6.666666666666667,15.0,8.0,1.0,6.666666666666667
Lithuania,JAPAN,TOKYO,0.0,0.0,0.0,37.0,35.0,6.0,17.1,1.0,1.0,2.7027027027027026,37.0,35.0,1.0,2.7027027027027026
Lithuania,KAZAKHSTAN,ALMATY,0.0,0.0,0.0,11172.0,9871.0,4247.0,43.0,19.0,1156.0,10.347296813462227,11172.0,9890.0,1156.0,10.347296813462227
Lithuania,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,1401.0,1375.0,564.0,41.0,5.0,21.0,1.4989293361884368,1401.0,1375.0,21.0,1.4989293361884368
Lithuania,LATVIA,RIGA,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,50.0
Lithuania,MOLDOVA,CHISINAU,0.0,0.0,0.0,9.0,8.0,3.0,37.5,0.0,1.0,11.11111111111111,9.0,8.0,1.0,11.11111111111111
Lithuania,NORWAY,OSLO,0.0,0.0,0.0,4.0,4.0,1.0,25.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Lithuania,POLAND,WARSAW,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Lithuania,ROMANIA,BUCHAREST,0.0,0.0,0.0,27.0,28.0,17.0,60.7,-2.0,1.0,3.7037037037037033,27.0,28.0,1.0,3.7037037037037033
Lithuania,RUSSIAN FEDERATION,KALININGRAD,0.0,0.0,0.0,25486.0,25257.0,20235.0,80.1,76.0,153.0,0.6003295927175704,25486.0,25257.0,153.0,0.6003295927175704
Lithuania,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,31558.0,31140.0,18932.0,60.8,4.0,375.0,1.1882882311933582,31558.0,31144.0,375.0,1.1882882311933582
Lithuania,RUSSIAN FEDERATION,SOVETSK,0.0,0.0,0.0,12071.0,11995.0,10202.0,85.1,1.0,26.0,0.21539226244718748,12071.0,11996.0,26.0,0.21539226244718748
Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,0.0,0.0,0.0,13212.0,13021.0,11029.0,84.7,2.0,225.0,1.7029972752043598,13212.0,13023.0,225.0,1.7029972752043598
Lithuania,SOUTH AFRICA,PRETORIA,0.0,0.0,0.0,214.0,170.0,91.0,53.5,2.0,42.0,19.626168224299064,214.0,170.0,42.0,19.626168224299064
Lithuania,SWEDEN,STOCKHOLM,0.0,0.0,0.0,5.0,4.0,4.0,100.0,1.0,0.0,0.0,5.0,4.0,1.0,20.0
Lithuania,TURKEY,ANKARA,0.0,0.0,0.0,1185.0,1016.0,576.0,56.7,5.0,157.0,13.248945147679326,1185.0,1021.0,157.0,13.248945147679326
Lithuania,UKRAINE,KYIV,0.0,0.0,0.0,5380.0,5154.0,3672.0,71.2,6.0,178.0,3.3085501858736057,5380.0,5160.0,178.0,3.3085501858736057
Lithuania,UNITED KINGDOM,LONDON,0.0,0.0,0.0,574.0,562.0,270.0,48.0,2.0,10.0,1.7421602787456445,574.0,564.0,10.0,1.7421602787456445
Lithuania,USA,"CHICAGO, IL",0.0,0.0,0.0,864.0,853.0,453.0,53.1,5.0,1.0,0.11574074074074073,864.0,858.0,1.0,0.11574074074074073
Lithuania,USA,"LOS ANGELES, CA",0.0,0.0,0.0,61.0,58.0,38.0,65.5,1.0,2.0,3.278688524590164,61.0,59.0,2.0,3.278688524590164
Lithuania,USA,"NEW YORK, NY",0.0,0.0,0.0,88.0,76.0,53.0,69.7,5.0,7.0,7.954545454545454,88.0,81.0,7.0,7.954545454545454
Lithuania,USA,"WASHINGTON, DC",0.0,0.0,0.0,35.0,34.0,23.0,67.6,0.0,1.0,2.857142857142857,35.0,34.0,1.0,2.857142857142857
Luxembourg,AUSTRIA,VIENNA,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Luxembourg,BELGIUM,BRUSSELS,0.0,0.0,0.0,4.0,2.0,1.0,50.0,0.0,2.0,50.0,4.0,2.0,2.0,50.0
Luxembourg,CHINA,BEIJING,0.0,0.0,0.0,1269.0,1247.0,613.0,49.2,1.0,21.0,1.6548463356973995,1269.0,1248.0,21.0,1.6548463356973995
Luxembourg,CHINA,SHANGHAI,0.0,0.0,0.0,972.0,931.0,605.0,65.0,1.0,40.0,4.11522633744856,972.0,932.0,40.0,4.11522633744856
Luxembourg,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Luxembourg,FRANCE,PARIS,0.0,0.0,0.0,3.0,3.0,2.0,66.7,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Luxembourg,GERMANY,BERLIN,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,25.0,4.0,3.0,1.0,25.0
Luxembourg,GREECE,ATHENS,0.0,0.0,0.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Luxembourg,INDIA,NEW DELHI,0.0,0.0,0.0,2283.0,2122.0,1960.0,92.4,0.0,161.0,7.052124397722295,2283.0,2122.0,161.0,7.052124397722295
Luxembourg,ITALY,ROME,0.0,0.0,0.0,32.0,27.0,2.0,7.4,1.0,4.0,12.5,32.0,28.0,4.0,12.5
Luxembourg,JAPAN,TOKYO,0.0,0.0,0.0,24.0,22.0,2.0,9.1,1.0,1.0,4.166666666666666,24.0,23.0,1.0,4.166666666666666
Luxembourg,LUXEMBOURG,LUXEMBOURG,0.0,0.0,0.0,39.0,37.0,24.0,64.9,0.0,2.0,5.128205128205128,39.0,37.0,2.0,5.128205128205128
Luxembourg,NETHERLANDS,THE HAGUE,0.0,0.0,0.0,2.0,1.0,1.0,100.0,0.0,1.0,50.0,2.0,1.0,1.0,50.0
Luxembourg,POLAND,WARSAW,0.0,0.0,0.0,13.0,13.0,7.0,53.8,0.0,0.0,0.0,13.0,13.0,0.0,0.0
Luxembourg,PORTUGAL,LISBON,1.0,0.0,0.0,6.0,5.0,4.0,80.0,0.0,1.0,16.666666666666664,7.0,5.0,1.0,14.285714285714285
Luxembourg,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,2856.0,2813.0,2528.0,89.9,0.0,43.0,1.5056022408963585,2856.0,2813.0,43.0,1.5056022408963585
Luxembourg,SPAIN,MADRID,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Luxembourg,SWITZERLAND,BERN,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
Luxembourg,THAILAND,BANGKOK,0.0,0.0,0.0,463.0,450.0,209.0,46.4,0.0,13.0,2.8077753779697625,463.0,450.0,13.0,2.8077753779697625
Luxembourg,TURKEY,ANKARA,0.0,0.0,0.0,1438.0,1399.0,1365.0,97.6,2.0,37.0,2.5730180806675937,1438.0,1401.0,37.0,2.5730180806675937
Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,433.0,377.0,304.0,80.6,0.0,56.0,12.933025404157044,433.0,377.0,56.0,12.933025404157044
Luxembourg,UNITED KINGDOM,LONDON,0.0,0.0,0.0,528.0,519.0,405.0,78.0,0.0,9.0,1.7045454545454544,528.0,519.0,9.0,1.7045454545454544
Luxembourg,USA,"NEW YORK, NY",0.0,0.0,0.0,163.0,159.0,155.0,97.5,1.0,3.0,1.8404907975460123,163.0,160.0,3.0,1.8404907975460123
Luxembourg,USA,"SAN FRANCISCO, CA",0.0,0.0,0.0,254.0,252.0,2.0,0.8,0.0,2.0,0.7874015748031495,254.0,252.0,2.0,0.7874015748031495
Luxembourg,USA,"WASHINGTON, DC",0.0,0.0,0.0,75.0,71.0,69.0,97.2,0.0,4.0,5.333333333333334,75.0,71.0,4.0,5.333333333333334
Malta,ALGERIA,ALGIERS,0.0,0.0,0.0,3717.0,433.0,148.0,34.2,3.0,3226.0,86.79042238364272,3717.0,436.0,3226.0,86.79042238364272
Malta,AUSTRALIA,CANBERRA,0.0,0.0,0.0,3.0,3.0,2.0,66.7,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Malta,AUSTRALIA,MELBOURNE,0.0,0.0,0.0,23.0,22.0,0.0,0.0,1.0,0.0,0.0,23.0,22.0,1.0,4.3478260869565215
Malta,AUSTRALIA,SYDNEY,0.0,0.0,0.0,25.0,23.0,2.0,8.7,5.0,-3.0,-12.0,25.0,28.0,-3.0,-12.0
Malta,CANADA,TORONTO,0.0,0.0,0.0,60.0,50.0,5.0,10.0,4.0,6.0,10.0,60.0,50.0,6.0,10.0
Malta,CHINA,BEIJING,0.0,0.0,0.0,3947.0,2921.0,568.0,19.4,35.0,918.0,23.25817076260451,3947.0,2956.0,918.0,23.25817076260451
Malta,CHINA,SHANGHAI,0.0,0.0,0.0,2660.0,2242.0,110.0,4.9,10.0,375.0,14.097744360902256,2660.0,2252.0,375.0,14.097744360902256
Malta,EGYPT,CAIRO,0.0,0.0,0.0,997.0,796.0,61.0,7.7,14.0,161.0,16.148445336008024,997.0,810.0,161.0,16.148445336008024
Malta,INDIA,NEW DELHI,0.0,0.0,0.0,3539.0,2630.0,863.0,32.8,52.0,809.0,22.85956484882735,3539.0,2682.0,809.0,22.85956484882735
Malta,IRELAND,DUBLIN,0.0,0.0,0.0,199.0,196.0,113.0,57.7,2.0,1.0,0.5025125628140703,199.0,196.0,1.0,0.5025125628140703
Malta,ISRAEL,TEL AVIV,0.0,0.0,0.0,204.0,171.0,108.0,63.2,11.0,26.0,12.745098039215685,204.0,182.0,26.0,12.745098039215685
Malta,KUWAIT,KUWAIT,0.0,0.0,0.0,233.0,216.0,200.0,92.6,2.0,15.0,6.437768240343347,233.0,216.0,15.0,6.437768240343347
Malta,POLAND,WARSAW,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malta,RUSSIAN FEDERATION,MOSCOW,0.0,0.0,0.0,7674.0,7498.0,1298.0,17.3,7.0,33.0,0.4300234558248631,7674.0,7505.0,33.0,0.4300234558248631
Malta,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,903.0,766.0,597.0,77.9,8.0,97.0,10.741971207087486,903.0,774.0,97.0,10.741971207087486
Malta,SPAIN,MADRID,0.0,0.0,0.0,3.0,3.0,3.0,100.0,3.0,-3.0,-100.0,3.0,6.0,-3.0,-100.0
Malta,TUNISIA,TUNIS,0.0,0.0,0.0,991.0,768.0,386.0,50.3,14.0,203.0,20.484359233097884,991.0,782.0,203.0,20.484359233097884
Malta,TURKEY,ANKARA,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Malta,TURKEY,ISTANBUL,0.0,0.0,0.0,3704.0,3364.0,1923.0,57.2,10.0,259.0,6.99244060475162,3704.0,3374.0,259.0,6.99244060475162
Malta,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,0.0,140.0,90.0,23.0,25.6,4.0,46.0,32.857142857142854,140.0,90.0,46.0,32.857142857142854
Malta,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,0.0,1331.0,782.0,451.0,57.7,115.0,434.0,32.60706235912848,1331.0,782.0,434.0,32.60706235912848
Malta,UNITED KINGDOM,LONDON,0.0,0.0,0.0,1791.0,1781.0,673.0,37.8,19.0,-9.0,-0.5025125628140703,1791.0,1800.0,-9.0,-0.5025125628140703
Malta,USA,"NEW YORK, NY",0.0,0.0,0.0,75.0,69.0,19.0,27.5,6.0,0.0,0.0,75.0,69.0,6.0,8.0
Malta,USA,"WASHINGTON, DC",0.0,0.0,0.0,110.0,105.0,57.0,54.3,1.0,2.0,1.8181818181818181,110.0,106.0,2.0,1.8181818181818181
Netherlands,AFGHANISTAN,KABUL,0.0,0.0,0.0,218.0,161.0,26.0,16.1,51.0,6.0,2.7522935779816518,218.0,212.0,6.0,2.7522935779816518
Netherlands,ALGERIA,ALGIERS,0.0,0.0,0.0,5861.0,2714.0,2166.0,79.8,28.0,3485.0,59.460842859580275,5861.0,2742.0,3485.0,59.460842859580275
Netherlands,ANGOLA,LUANDA,12.0,8.0,0.0,557.0,329.0,312.0,94.8,1.0,215.0,38.59964093357271,569.0,338.0,215.0,37.78558875219684
Netherlands,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,40.0,37.0,34.0,91.9,1.0,2.0,5.0,40.0,37.0,2.0,5.0
Netherlands,AUSTRALIA,SYDNEY,2.0,2.0,0.0,1141.0,996.0,971.0,97.5,2.0,117.0,10.254163014899213,1143.0,1000.0,117.0,10.236220472440944
Netherlands,BAHRAIN,MANAMA,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,,3.0,100.0
Netherlands,BANGLADESH,DHAKA,0.0,0.0,0.0,11.0,11.0,9.0,81.8,0.0,0.0,0.0,11.0,11.0,0.0,0.0
Netherlands,BENIN,COTONOU,0.0,0.0,0.0,314.0,213.0,189.0,88.7,4.0,89.0,28.343949044585987,314.0,217.0,89.0,28.343949044585987
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,85.0,59.0,48.0,81.4,0.0,26.0,30.58823529411765,85.0,59.0,26.0,30.58823529411765
Netherlands,BRAZIL,SAO PAULO,3.0,1.0,0.0,97.0,70.0,65.0,92.9,8.0,17.0,17.525773195876287,100.0,79.0,17.0,17.0
Netherlands,BULGARIA,SOFIA,4.0,4.0,0.0,177.0,128.0,109.0,85.2,4.0,35.0,19.774011299435028,181.0,136.0,35.0,19.337016574585636
Netherlands,CANADA,OTTAWA,2.0,0.0,0.0,442.0,430.0,414.0,96.3,2.0,5.0,1.1312217194570136,444.0,432.0,5.0,1.1261261261261262
Netherlands,CANADA,TORONTO,1.0,0.0,0.0,746.0,703.0,669.0,95.2,5.0,27.0,3.6193029490616624,747.0,708.0,27.0,3.614457831325301
Netherlands,CANADA,VANCOUVER,1.0,0.0,0.0,535.0,522.0,510.0,97.7,1.0,8.0,1.4953271028037385,536.0,523.0,8.0,1.4925373134328357
Netherlands,CHILE,SANTIAGO DE CHILE,0.0,0.0,0.0,45.0,33.0,33.0,100.0,1.0,11.0,24.444444444444443,45.0,33.0,11.0,24.444444444444443
Netherlands,CHINA,BEIJING,16.0,16.0,0.0,40023.0,38565.0,29851.0,77.4,312.0,1146.0,2.863353571696275,40039.0,38581.0,1146.0,2.8622093458877593
Netherlands,CHINA,CHENGDU,0.0,0.0,0.0,1865.0,1836.0,1783.0,97.1,6.0,23.0,1.2332439678284184,1865.0,1836.0,23.0,1.2332439678284184
Netherlands,CHINA,GUANGZHOU (CANTON),3.0,3.0,0.0,9813.0,9349.0,8033.0,85.9,1.0,432.0,4.402323448486702,9816.0,9353.0,432.0,4.400977995110025
Netherlands,CHINA,SHANGHAI,1.0,1.0,0.0,20374.0,19777.0,14993.0,75.8,1.0,542.0,2.6602532639638756,20375.0,19779.0,542.0,2.6601226993865033
Netherlands,CHINA,SHENYANG,0.0,0.0,0.0,1469.0,1384.0,1342.0,97.0,5.0,80.0,5.445881552076242,1469.0,1384.0,80.0,5.445881552076242
Netherlands,CHINA,WUHAN,0.0,0.0,0.0,864.0,793.0,723.0,91.2,7.0,64.0,7.4074074074074066,864.0,793.0,64.0,7.4074074074074066
Netherlands,COLOMBIA,BOGOTA,2.0,2.0,0.0,29.0,27.0,23.0,85.2,1.0,1.0,3.4482758620689653,31.0,29.0,1.0,3.225806451612903
Netherlands,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0.0,0.0,0.0,81.0,14.0,5.0,35.7,60.0,1.0,1.2345679012345678,81.0,74.0,1.0,1.2345679012345678
Netherlands,COSTA RICA,SAN JOSE,1.0,0.0,0.0,22.0,20.0,19.0,95.0,2.0,0.0,0.0,23.0,20.0,3.0,13.043478260869565
Netherlands,CROATIA,ZAGREB,0.0,0.0,0.0,36.0,25.0,17.0,68.0,1.0,10.0,27.77777777777778,36.0,25.0,10.0,27.77777777777778
Netherlands,CUBA,HAVANA,213.0,165.0,40.0,1503.0,959.0,510.0,53.2,21.0,523.0,34.79707252162342,1716.0,1124.0,563.0,32.80885780885781
Netherlands,CYPRUS,NICOSIA,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,73.68421052631578,19.0,,14.0,73.68421052631578
Netherlands,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,11.0,3.0,2.0,66.7,7.0,1.0,9.090909090909092,11.0,10.0,1.0,9.090909090909092
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,4.0,2.0,2.0,2673.0,1812.0,1033.0,57.0,18.0,843.0,31.53759820426487,2677.0,1814.0,845.0,31.565184908479644
Netherlands,EGYPT,CAIRO,3.0,1.0,0.0,13037.0,8581.0,8543.0,99.6,179.0,3996.0,30.651223440975684,13040.0,8761.0,3996.0,30.644171779141104
Netherlands,ETHIOPIA,ADDIS ABEBA,4.0,0.0,3.0,2105.0,1662.0,1542.0,92.8,7.0,377.0,17.909738717339668,2109.0,1669.0,380.0,18.01801801801802
Netherlands,FINLAND,HELSINKI,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Netherlands,FRANCE,PARIS,0.0,0.0,0.0,2.0,1.0,1.0,100.0,0.0,1.0,50.0,2.0,1.0,1.0,50.0
Netherlands,GEORGIA,TBILISSI,2.0,1.0,0.0,697.0,254.0,158.0,62.2,4.0,408.0,58.536585365853654,699.0,259.0,408.0,58.36909871244635
Netherlands,GERMANY,BERLIN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,,1.0,100.0
Netherlands,GHANA,ACCRA,283.0,199.0,57.0,18438.0,10722.0,9225.0,86.0,9.0,7587.0,41.148714611129186,18721.0,10930.0,7644.0,40.831152182041556
Netherlands,GREECE,ATHENS,0.0,0.0,0.0,35.0,18.0,2.0,11.1,6.0,4.0,11.428571428571429,35.0,24.0,4.0,11.428571428571429
Netherlands,HONG KONG S.A.R.,HONG KONG,0.0,0.0,0.0,781.0,745.0,743.0,99.7,11.0,25.0,3.201024327784891,781.0,745.0,25.0,3.201024327784891
Netherlands,HUNGARY,BUDAPEST,0.0,0.0,0.0,6.0,5.0,4.0,80.0,1.0,0.0,0.0,6.0,5.0,1.0,16.666666666666664
Netherlands,INDIA,BANGALORE,0.0,0.0,0.0,15187.0,14038.0,12710.0,90.5,74.0,1075.0,7.078422334891683,15187.0,14038.0,1075.0,7.078422334891683
Netherlands,INDIA,CHENNAI,0.0,0.0,0.0,8180.0,7548.0,6807.0,90.2,39.0,593.0,7.249388753056235,8180.0,7548.0,593.0,7.249388753056235
Netherlands,INDIA,KOLKATA,0.0,0.0,0.0,3787.0,3455.0,3104.0,89.8,38.0,294.0,7.763401109057301,3787.0,3455.0,294.0,7.763401109057301
Netherlands,INDIA,MUMBAI,1.0,0.0,0.0,23981.0,22595.0,21266.0,94.1,82.0,1304.0,5.437638130186397,23982.0,22595.0,1304.0,5.437411391877242
Netherlands,INDIA,NEW DELHI,5.0,1.0,3.0,29109.0,25001.0,22262.0,89.0,6.0,3918.0,13.459754715036587,29114.0,25008.0,3921.0,13.467747475441369
Netherlands,INDONESIA,JAKARTA,1.0,1.0,0.0,40411.0,38447.0,38384.0,99.8,2.0,1157.0,2.863081834154067,40412.0,38450.0,1157.0,2.8630109868355933
Netherlands,IRAN,TEHERAN,53.0,27.0,25.0,28379.0,18544.0,18496.0,99.7,199.0,9354.0,32.96099228302618,28432.0,18770.0,9379.0,32.987478897017446
